period;id;flattr url;url;title;clicks;revenue;clicks total
2013-05;1214915;"https://flattr.com/thing/1214915/KonScience";"http://www.konscience.de/";"KonScience";8;0,95;168
2013-05;1330156;"https://flattr.com/thing/1330156/KNS003-Klarer-Fall-von-Anthropozn";"http://www.konscience.de/2013/05/09/kns003-klarer-fall-von-anthropozan/";"KNS003 – Klarer Fall von Anthropozän";4;0,39;11
2013-05;1397469;"https://flattr.com/thing/1397469/KNS004-Wirbeltiere-haben-Rckgrat";"http://www.konscience.de/2013/05/30/kns004-wirbeltiere-haben-ruckgrat/";"KNS004 – Wirbeltiere haben Rückgrat";3;0,35;12
2013-05;1364168;"https://flattr.com/thing/1364168/1k-Dank-frs-Flattrn";"http://www.konscience.de/2013/05/16/1k-dank-furs-flattrn/";"1k Dank für’s Flattrn!";2;0,26;2
2013-05;1340754;"https://flattr.com/thing/1340754/Unsere-beiden-Studios";"http://www.konscience.de/2013/04/20/unsere-beiden-studios/";"Unsere beiden Studios";1;0,11;1
2013-05;1280133;"https://flattr.com/thing/1280133/KNS002-Podcast-Krabbelgruppe-und-Katrins-Projekt";"http://www.konscience.de/podcast/";"KNS002 – Podcast-Krabbelgruppe und Katrins Projekt";1;0,11;2
2013-05;1397468;"https://flattr.com/thing/1397468/Post-by-konscience-on-App-net";"https://alpha.app.net/konscience/post/6202474";"Post by konscience on App.net";1;0,07;1
2013-05;1375853;"https://flattr.com/thing/1375853/Post-by-konscience-on-App-net";"https://alpha.app.net/konscience/post/6003303";"Post by konscience on App.net";1;0,07;1
2013-05;1368913;"https://flattr.com/thing/1368913/ber-uns";"http://www.konscience.de/uber-uns/";"Über uns";1;0,07;4
2013-05;1368912;"https://flattr.com/thing/1368912/Post-by-konscience-on-App-net";"https://alpha.app.net/konscience/post/5897766";"Post by konscience on App.net";1;0,07;1
2013-05;1330155;"https://flattr.com/thing/1330155/Post-by-konscience-on-App-net";"https://alpha.app.net/konscience/post/5493015";"Post by konscience on App.net";1;0,07;1
2013-05;1364435;"https://flattr.com/thing/1364435/Abonnieren";"http://www.konscience.de/abonnieren/";"Abonnieren";1;0,07;2
2013-05;1386346;"https://flattr.com/thing/1386346/konscience-on-App-net";"https://alpha.app.net/konscience";"konscience on App.net";1;0,02;1
